Subtitle Block,label,score
ï»¿1,neutral,0.9678841233253479
- Is this on?- That's fine.,neutral,0.4624794125556946
"I can break through walls,I just can't...",disapproval,0.6388929486274719
- That's fine.- I can't get this on.,neutral,0.49118852615356445
Mr. Incredible...Do you have a secret identity?,curiosity,0.699469268321991
Every superhero has a secret identity.I don't know a single one who doesn't.,neutral,0.7943246960639954
Who wants the pressureof being super all the time?,curiosity,0.5034307241439819
Of course I have a secret identity.,neutral,0.48622676730155945
Can you see me in thisat the supermarket? Come on.,curiosity,0.6296485662460327
"Who'd want to go shoppingas Elastigirl, know what I mean?",curiosity,0.5292369723320007
"Superladies, they're always tryingto tell you their secret identity.",neutral,0.870028555393219
Think it'll strengthenthe relationship or something.,neutral,0.9374436736106873
"I said, ""Girl, I don't want to knowabout your mild-mannered alter ego.""",neutral,0.7866852879524231
"I mean, you tell me you'rea super-mega-ultra-lightning-babe,",neutral,0.7955683469772339
that's all right with me.I'm good. I'm good.,admiration,0.7195823192596436
"No matter how many timesyou save the world,",neutral,0.4989086389541626
it always manages to get backin jeopardy again.,neutral,0.7842971682548523
"Sometimes I just want it to stay saved,you know?",neutral,0.605947732925415
"For a little bit. I feel like the maid.""I just cleaned up this mess.",neutral,0.4503278434276581
"""Can we keep it cleanfor ten minutes?""",neutral,0.6965759992599487
I could get to that point.,neutral,0.6443938612937927
"- ""Please?""- We're not finished.",neutral,0.9443896412849426
"Sometimes I think I'd just likethe simple life, you know?",confusion,0.5953026413917542
Relax a little and raise a family.,caring,0.7331119179725647
Settle down? Are you kidding?I'm at the top of my game!,neutral,0.23962439596652985
"I'm up there with the big dogs!Girls, come on.",neutral,0.8589505553245544
Leave the saving of the worldto the men? I don't think so.,confusion,0.7171940803527832
I don't think so.,disapproval,0.8843821883201599
Mr. Incredible.,admiration,0.5450201630592346
"- What is it, ma'am?- My cat, Squeaker, won't come down.",neutral,0.7563424706459045
Certainly. I suggest you stand clear.There could be trouble.,caring,0.5123212337493896
"No, he's quite tame.",approval,0.5835624933242798
Let go now.,neutral,0.9659147262573242
"Thank you, Mr. Incredible.You've done it again.",gratitude,0.9911141991615295
"- You're the best.- No, I'm just here to help.",admiration,0.7475749254226685
All units.We have a tour bus robbery...,neutral,0.7405403256416321
Tour bus robbery. I've still got time.,neutral,0.7968276739120483
Officers. Ma'am. Squeaker.,neutral,0.9620878100395203
- Cool! Ready for take-off!- What the...,excitement,0.5643062591552734
- Who are you supposed to be?- I'm IncrediBoy.,neutral,0.66185063123703
What? No.,neutral,0.4968145191669464
You're that kid from the fan club.,neutral,0.7948643565177917
Brophy. Brody.Buddy! Buddy!,neutral,0.9396021962165833
My name is IncrediBoy.,neutral,0.9561447501182556
"I've been nice, I've stood for photos,",admiration,0.5319027304649353
signed every scrap of paperyou pushed at me...,neutral,0.9512465596199036
"No, don't worry about training me.I know your moves,",caring,0.5618343949317932
"crime fighting style,favorite catch phrases, everything!",neutral,0.8669373393058777
I'm your number one fan!,love,0.5554491281509399
"Hey! Hey, wait!",neutral,0.6106491088867188
"You know,",neutral,0.9153191447257996
"you can tell a lot about a womanby the contents of her purse,",neutral,0.9430677890777588
but maybe that's notwhat you had in mind.,confusion,0.4964410066604614
"Hey, look...",neutral,0.7480671405792236
Elastigirl.,neutral,0.9687636494636536
Mr. Incredible.,admiration,0.5450201630592346
"- It's all right. I've got him.- Sure, you've got him.",approval,0.7814909219741821
"- I just took him out for you.- Sure, you did.",neutral,0.6266597509384155
- His attention was on me.- A fact I exploited to do my job.,neutral,0.9226775765419006
"- My job, you mean.- A simple thank you will suffice.",gratitude,0.9766796827316284
"Thanks, but I don't need any help.",gratitude,0.9735488295555115
"Whatever happened to ""ladies first""?",curiosity,0.613515317440033
"Well, whatever happenedto equal treatment?",curiosity,0.667454183101654
"Look, the lady got me first.",neutral,0.8380815386772156
"- Well, we could share, you know.- I work alone.",neutral,0.8595998287200928
"Well, I think you need to be more",neutral,0.6276995539665222
flexible.,neutral,0.9610506892204285
Are you doing anything later?,curiosity,0.5616562366485596
I have a previous engagement.,neutral,0.8166688084602356
"Now, you just stay here.",neutral,0.951439380645752
They usually pick upthe garbage in an hour.,neutral,0.9518765211105347
"- Hey, Incredible!- Hey, Frozone!",excitement,0.4008019268512726
- Shouldn't you be getting ready?- I still got time.,neutral,0.6779811978340149
He's gonna jump!,neutral,0.9565051198005676
I thinkyou broke something.,neutral,0.8758126497268677
"With counseling,I think you'll come to forgive me.",caring,0.6296043395996094
Wait a minute.,neutral,0.8336221575737
Bomb Voyage.,neutral,0.9657016396522522
And IncrediBoy!,neutral,0.9658926725387573
IncrediBoy?,neutral,0.7487280368804932
Aren't you curious about how I getaround so fast? I have rocket boots.,curiosity,0.8720975518226624
"- Go home, Buddy. Now.- What?",neutral,0.844441294670105
Can we talk?,curiosity,0.5843783617019653
"You always say be true to yourself,",neutral,0.8402888774871826
but you never saywhich part to be true to.,neutral,0.9017083644866943
"Well, I've finally figured out who I am.I am your ward. IncrediBoy!",realization,0.4224749207496643
"And now, you have officiallycarried it too far, Buddy.",neutral,0.8990877270698547
"This is because I don't have powers,isn't it?",confusion,0.555827260017395
"Not every superhero has powers,you know.",neutral,0.5849552154541016
You can be super without them.,neutral,0.46870487928390503
I invented these.I can fly. Can you fly?,neutral,0.30185243487358093
"Fly home, Buddy. I work alone.",neutral,0.9552112817764282
Just give me one chance!I'll show you. I'll go get the police.,neutral,0.5437875390052795
"- Buddy, don't!- It'll only take a second, really.",neutral,0.6019027829170227
"No, stop!There's a bomb!",neutral,0.41819021105766296
"Let go, you're wreckingmy flight pattern.",neutral,0.3752308785915375
- I can do this if you let go!- Will you just...,neutral,0.49757814407348633
- I'm trying to help! Stop!- Let go of my cape!,neutral,0.8134045600891113
Take this one home. And make surehis mom knows what he's been doing.,neutral,0.9581237435340881
I can help you.You're making a mist...,caring,0.8839975595474243
The injured jumper.You sent paramedics?,neutral,0.5646752119064331
They picked him up.,neutral,0.9666334986686707
The blast in that buildingwas caused by Bomb Voyage,neutral,0.9223508834838867
who I caught robbing the vault.,neutral,0.8913931846618652
We might nab himif we set up a perimeter.,neutral,0.9520775675773621
"- He got away?- Well, yeah.",neutral,0.45081841945648193
- Skippy here made sure of that.- IncrediBoy.,neutral,0.874126136302948
"You're not affiliated with me!Holy smokes, I'm late.",annoyance,0.35277676582336426
"Listen, I've gotta be somewhere.",neutral,0.905528724193573
"- What about Bomb Voyage?- Any other night, I'd go after him,",neutral,0.7225382924079895
but I really gotta go. Don't worry.We'll get him! Eventually!,caring,0.7879673838615417
- Is the night still young?- You're very late.,neutral,0.5052552223205566
- How do I look? Good?- The mask. You still got the mask.,neutral,0.5059664845466614
Showtime.,neutral,0.9368158578872681
"Robert Parr, will you have this womanto be your lawful wedded wife?",curiosity,0.6390275955200195
"You're late. When you askedif I was doing anything later,",neutral,0.8606693744659424
I didn't realize you'd forgotten.I thought it was playful banter.,realization,0.837087869644165
"- It was.- Cutting it close, don't you think?",confusion,0.47986283898353577
You need to be more flexible.,caring,0.7369892597198486
"I love you, but if we'regonna make this work,",love,0.9468124508857727
you've gotta be morethan Mr. Incredible.,admiration,0.7221781611442566
You know that. Don't you?,curiosity,0.5753936767578125
- ...so long as you both shall live?- I do.,neutral,0.5171104073524475
I pronounce this couplehusband and wife.,neutral,0.6627840995788574
As long as we both shall live.No matter what happens.,optimism,0.6808986067771912
"Hey, come on. We're superheroes.What could happen?",curiosity,0.6271563172340393
"In a stunning turn ofevents, a superhero is being sued",surprise,0.6836981177330017
"for saving someone who,apparently, didn't want to be saved.",neutral,0.9491328597068787
"The plaintiff, Oliver Sansweet,",neutral,0.9690451622009277
"who was foiled in his attemptedsuicide by Mr. Incredible,",neutral,0.9331613183021545
has filed suit against the famedsuperhero in Superior Court.,neutral,0.9414175152778625
Mr. Sansweet didn't ask to be saved.He didn't want to be saved.,neutral,0.8758721947669983
"The injury received fromMr. Incredible's ""actions,""",neutral,0.9640681743621826
- causes him daily pain.- I saved your life!,caring,0.5883152484893799
You didn't save my life!You ruined my death.,sadness,0.4839998483657837
My client has no comment.,neutral,0.9371199011802673
Another suit was filedby victims of the El train accident.,neutral,0.9247795939445496
Incredible's court lossescost the government millions.,neutral,0.7184486389160156
And opened the floodgates for dozensof superhero lawsuits the world over.,neutral,0.9136799573898315
It is time for their secret identityto become their only identity.,neutral,0.9179008603096008
"Time for them to join us, or go away.",neutral,0.9413179755210876
"Under public pressure,and the financial burden",neutral,0.8798771500587463
"of an ever mounting series of lawsuits,",neutral,0.9539408683776855
the government quietly initiatedthe Superhero Relocation Program.,neutral,0.9274803400039673
"The supers were granted amnestyfrom responsibility for past actions,",neutral,0.845355749130249
in exchange for the promiseto never again resume hero work.,neutral,0.9547352194786072
Where are they now?,curiosity,0.5179696083068848
"They are living among us.Average citizens, average heroes.",neutral,0.7869870066642761
Quietly and anonymously continuingto make the world a better place.,approval,0.435975581407547
Denied? You're denying my claim?,neutral,0.41049817204475403
I don't understand.I have full coverage.,confusion,0.8627662658691406
"I'm sorry, Mrs. Hogenson,",remorse,0.7218621969223022
but our liability is spelled outin paragraph 17.,neutral,0.9299124479293823
- It states clearly...- I can't pay for this.,neutral,0.7579828500747681
"Excuse me. Claims, Bob Parr.",neutral,0.8066476583480835
I'm calling to celebratea momentous occasion.,excitement,0.6088883280754089
We're now officially moved in.,joy,0.3513825535774231
"Yeah, well, that's great, honey.",admiration,0.9512353539466858
The last three yearsdon't count because...,neutral,0.5522193312644958
"Because I finally unpacked the last box.Now, it's official. Ha, ha, ha.",amusement,0.7496500015258789
Why do we haveso much junk?,curiosity,0.5216251015663147
"Listen, I've got a client.",neutral,0.9133159518241882
"Say no more. Go save the worldone policy at a time, honey.",neutral,0.560245156288147
Oh! I gotta go pick up the kids.See you tonight.,neutral,0.7011006474494934
"Bye, honey.Excuse me. Where were we?",curiosity,0.4260339140892029
"I'm on a fixed income,and if you can't help me,",neutral,0.7785214185714722
I don't know what I'll do.,confusion,0.9122068881988525
"All right, listen closely.I'd like to help you, but I can't.",caring,0.7596954703330994
I'd like to tell you to take a copyof your policy to Norma Wilcox on...,neutral,0.7497366070747375
Norma Wilcox.W-I-L-C-O-X.,neutral,0.9674339294433594
On the third floor. But I can't.,disapproval,0.6576919555664062
I also do not advise youto fill out and file a WS2475 form,disapproval,0.5038667321205139
with our legal departmenton the second floor.,neutral,0.9639402627944946
I wouldn't expect someone to get backto you quickly to resolve the matter.,neutral,0.6604857444763184
"I'd like to help,but there's nothing I can do.",desire,0.3413141071796417
"Oh, thank you, young man.",gratitude,0.9906328916549683
Sorry.I know you're upset!,sadness,0.66408771276474
Pretend to be upset.,neutral,0.8648116588592529
Parr!,neutral,0.9551257491111755
You authorized paymenton the Walker policy!,neutral,0.9627776145935059
"Someone brokeinto their house, Mr. Huph.",neutral,0.94830322265625
- Their policy covers...- I don't wanna know about it.,neutral,0.783795177936554
Don't tell me about it. Tell me howyou're keeping Insuricare in the black.,curiosity,0.5934139490127563
"Tell me how that's possible,with you writing checks",curiosity,0.554219126701355
to every Harry Hardluck and SallySobstory that gives you a phone call.,neutral,0.9575976133346558
Morning break is over.Morning break is over.,neutral,0.9073440432548523
"I appreciate you comingdown here, Mrs. Parr.",admiration,0.8991767764091492
What's this about?Has Dash done something wrong?,curiosity,0.646376371383667
He's a disruptive influence and heopenly mocks me in front of the class.,neutral,0.48899582028388977
"- He says.- Look, I know it's you!",neutral,0.6184157133102417
- He puts thumbtacks on my stool.- You saw him do this?,neutral,0.7739496231079102
Well... Not really. No.,disapproval,0.7812015414237976
"Actually, not.",disapproval,0.7633426189422607
"Oh, then how do you know it was him?",curiosity,0.505495011806488
"I hid a camera.Yeah, and this time, I've got him.",neutral,0.806451141834259
See? You see?,neutral,0.8075234293937683
You don't see it?,neutral,0.8113283514976501
He moves! Right there!,neutral,0.9170209765434265
"Wait, wait! Right there!",neutral,0.35650715231895447
Right as I'm sitting down!,neutral,0.8920689821243286
"I don't know how he does it,",confusion,0.9140188097953796
but there's no tack before he moves,neutral,0.9425893425941467
"and after he moves, there's a tack.Coincidence? I think not!",disapproval,0.48655325174331665
"- Bernie...- Don't ""Bernie"" me.",neutral,0.8311737775802612
This little rat is guilty!,remorse,0.5225617289543152
"You and your son can go now,Mrs. Parr. I'm sorry for the trouble.",remorse,0.7748287916183472
You're letting him go again?He's guilty!,remorse,0.5100857019424438
"You can see it on his smug little face.Guilty, I say, guilty!",remorse,0.6985391974449158
"Dash, this is the third time this yearyou've been sent to the office.",neutral,0.9053866267204285
We need to find a better outlet.A more constructive outlet.,desire,0.6458829045295715
"Maybe I could,if you'd let me go out for sports.",neutral,0.8179618716239929
"Honey, you know why we can't do that.",neutral,0.38874316215515137
I promise I'll slow up.I'll only be the best by a tiny bit.,optimism,0.4130652844905853
"Dashiell Robert Parr,",neutral,0.9689304232597351
you are an incredibly competitive boy.And a bit of a showoff.,admiration,0.9262214303016663
The last thing you need is temptation.,neutral,0.5540075898170471
"You always say, ""Do your best.""But you don't really mean it.",neutral,0.696789026260376
Why can't I do the best that I can do?,curiosity,0.5218794345855713
"Right now, honey,the world just wants us to fit in,",neutral,0.8068943023681641
"and to fit in, we just gotta belike everybody else.",neutral,0.898481011390686
Dad always said our powerswere nothing to be ashamed of.,neutral,0.784573495388031
"- Our powers made us special.- Everyone's special, Dash.",admiration,0.44971027970314026
Which is another wayof saying no one is.,neutral,0.9291452765464783
"Rydinger, where you headed?",neutral,0.5857045650482178
"- Hi, Tony.- Hey.",neutral,0.9152711033821106
"- ""Hey, Tony, can I carry your books?""- That's kind of funny.",amusement,0.8614774346351624
"""Hey, Tony, do you play football?""",neutral,0.788158118724823
"Tony, I thought we weregonna go swimming.",neutral,0.7173922061920166
He looked at me.,neutral,0.942429780960083
"Come on, Violet!",neutral,0.9436271786689758
Darn kids.Sitting on the driveway...,neutral,0.7137839794158936
"Oh, great.",admiration,0.9490957856178284
Mom.,neutral,0.9561173915863037
"- You're making weird faces again.- No, I'm not.",disapproval,0.46018537878990173
"You make weird faces, honey.",neutral,0.43689388036727905
- Do you have to read at the table?- Uh-huh. Yeah.,neutral,0.45948681235313416
"Smaller bites, Dash. Yikes!",neutral,0.9281870126724243
"Bob, could you helpthe carnivore cut his meat?",neutral,0.6737084984779358
"Dash, you have something youwanna tell your father about school?",neutral,0.6099929213523865
"Well, we dissected a frog.",neutral,0.9010401368141174
Dash got sent to the office again.,neutral,0.9562991261482239
"- Good. Good.- No, Bob, that's bad.",disapproval,0.6494500041007996
- What?- Dash got sent to the office again.,neutral,0.8570063710212708
- What? What for?- Nothing.,neutral,0.6631474494934082
"He put a tack on the teacher's chair,during class.",neutral,0.9659812450408936
Nobody saw me.You could barely see it on the tape.,neutral,0.9315863251686096
They caught you on tapeand you still got away with it? Whoa!,neutral,0.4979894757270813
You must have been booking.How fast were you going?,curiosity,0.6499132513999939
We are not encouraging this.,disapproval,0.796236515045166
"I'm not, I'm just asking how fast...",neutral,0.8122001886367798
Honey!,neutral,0.8856820464134216
"Great. First the car,now I gotta pay to fix the table...",admiration,0.9065102338790894
What happened to the car?,curiosity,0.6735368967056274
Here. I'm getting a new plate.,neutral,0.35724493861198425
"So, how about you, Vi?How was school?",curiosity,0.7609232664108276
- Nothing to report.- You've hardly touched your food.,neutral,0.9097939729690552
"- I'm not hungry for meatloaf.- Well, it is leftover night.",neutral,0.840310275554657
"We have steak, pasta...What are you hungry for?",curiosity,0.6676867604255676
- Tony Rydinger.- Shut up.,anger,0.7045667171478271
"- Well, you are.- I said, shut up, you little insect.",anger,0.6237124800682068
"- Well, she is.- Do not shout at the table.",neutral,0.794860303401947
- Honey!- Kids! Listen to your mother.,neutral,0.8997570872306824
She'd eat if we were having Tony loaf.,neutral,0.9562973976135254
That's it!,approval,0.3707597255706787
Stop it!,anger,0.6149827241897583
- You're gonna be toast!- Stop running in the house.,neutral,0.9336119294166565
Sit down!,neutral,0.9638289213180542
"- Hey, no force fields!- You started it.",neutral,0.8321859240531921
You sit down! You sit down!,neutral,0.9489211440086365
Violet!,neutral,0.8179864287376404
"""Simon J. Paladino,",neutral,0.9674665927886963
"""longtime advocate of superhero rights,is missing""?",curiosity,0.3978559374809265
- Gazerbeam.- Bob! It's time to engage.,neutral,0.8362547755241394
Do something!Don't just stand there!,neutral,0.7773588299751282
- I need you to intervene!- You want me to intervene?,neutral,0.6236543655395508
Okay. I'm intervening!,approval,0.7229442000389099
"Violet, let go of your brother.",neutral,0.8659578561782837
Hello?,neutral,0.9319639801979065
Get the door.,neutral,0.9436108469963074
"- Hey, Lucius!- Hey, Speedo. Helen, Vi, Jack-Jack.",neutral,0.8950750231742859
- Ice of you to drop by.- Ha! Never heard that one before.,neutral,0.4049725830554962
Lucius!,neutral,0.9531665444374084
Whoa!,surprise,0.35535332560539246
"- Ha, ha.- Oh!",neutral,0.3303784132003784
- I like it when it shatters.- I'll be back later.,love,0.8998909592628479
- Where are you two going?- It's Wednesday.,neutral,0.5021122097969055
"Bowling night.Say hello to Honey for me, Lucius.",neutral,0.8622256517410278
"Will do. Good night, Helen.Good night, kids.",gratitude,0.4161960482597351
Don't think you've avoidedtalking about the principal's office.,neutral,0.63490891456604
Your father and Iare still gonna discuss it.,neutral,0.9246676564216614
I'm not the only kid who'sbeen sent to the office.,neutral,0.8580632209777832
Other kids don't have superpowers.,neutral,0.7720763683319092
"- Now, it's perfectly normal...- What do you know about normal?",approval,0.4249722957611084
What does anyonein this family know about normal?,curiosity,0.632842481136322
"- Now, wait a minute, young lady.- We act normal. I wanna be normal.",neutral,0.5632427930831909
"The only normal one is Jack-Jack,and he's not even toilet trained.",neutral,0.9098429083824158
Lucky.,joy,0.6743693947792053
I meant about being normal.,neutral,0.6496647000312805
So now I'm in deep trouble.,sadness,0.31009790301322937
"I mean, one more jolt of thisdeath ray and I'm an epitaph.",neutral,0.8580379486083984
Somehow I managed to find cover.What does Baron Von Ruthless do?,curiosity,0.47752514481544495
- He starts monologuing.- He starts monologuing.,neutral,0.9440552592277527
He starts this prepared speechabout how feeble I am compared to him.,neutral,0.9292427897453308
"How inevitable my defeat is, the worldwill soon be his. Yada, yada, yada.",neutral,0.6837049126625061
- Yammering.- Yammering.,neutral,0.9632984399795532
"I mean, the guy has meon a platter, and he won't shut up.",neutral,0.9168586134910583
"Municiberg, we have a 23-56...",neutral,0.967628538608551
- Robbery?- This is just sad.,sadness,0.9084312915802002
- Want to catch a robber?- No.,neutral,0.5640734434127808
"Tell you the truth,I'd rather go bowling.",neutral,0.886824905872345
"Look, what if we actually didwhat our wives think we're doing?",curiosity,0.5213929414749146
Just to shake things up.,neutral,0.892327070236206
He's not alone.The fat guy's still with him.,neutral,0.9198598861694336
They're just talking.,neutral,0.9578732848167419
- What are we doing here?- Protecting people.,neutral,0.4689737856388092
- Nobody asked us.- You need an invitation?,neutral,0.8228482007980347
"I'd like one, yes. We keepsneaking out to do this, and...",approval,0.38112780451774597
- You remember Gazerbeam?- There was something in the paper.,neutral,0.7669813632965088
- He had trouble with civilian life.- When did you see him?,curiosity,0.4333321154117584
I don't see anyone from the old days.Just you.,neutral,0.9477750062942505
- And we're pushing our luck as it is.- Come on.,neutral,0.922730565071106
"It was fun the first time,but if we keep doing this...",joy,0.7567019462585449
- We have a report on a fire...- A fire. We're close!,neutral,0.79007887840271
"- Yeah, baby!- We're gonna get caught.",neutral,0.7784261107444763
Fire! Yeah!,neutral,0.6647498607635498
- Is that everybody?- Yeah.,neutral,0.5491880774497986
- It better be.- Can't you put this out?,neutral,0.7953143119812012
I can't lay down a layer thick enough!It's evaporating too fast!,neutral,0.48802170157432556
- What's that mean?- It means it's hot.,neutral,0.5796889662742615
"- I'm dehydrated, Bob.- You're out of ice?",neutral,0.8720043897628784
You can't run out.You can use water in the air.,neutral,0.8112136125564575
"There is no water in this air!What's your excuse, run out of muscle?",curiosity,0.3507560193538666
I can't smash walls.The building's getting weaker.,disapproval,0.30071136355400085
- It's gonna come down on top of us.- I wanted to go bowling!,desire,0.693233072757721
All right! Stay right on my tail!This is gonna get hot!,neutral,0.6574483513832092
Yeah.,neutral,0.552920937538147
Uh-oh.,neutral,0.9227851629257202
"Oh, good.",admiration,0.9104135632514954
That ain't right.,disapproval,0.8360633254051208
- We look like incompetent bad guys!- You can get water out of the air.,neutral,0.6818559765815735
Freeze!,neutral,0.9684011936187744
Freeze!,neutral,0.9684011936187744
- I'm thirsty.- I said freeze!,neutral,0.8756252527236938
I'm just getting a drink.,neutral,0.8544009923934937
- You've had your drink. Now...- I know. I know. Freeze.,neutral,0.7130528092384338
Police officers!,neutral,0.9282705187797546
That was way too close.,neutral,0.8077078461647034
We are not doing that again.,disapproval,0.66285240650177
Verify you wantto switch targets? Over.,neutral,0.9064269661903381
Trust me. This is the onehe's been looking for.,neutral,0.5582838654518127
- I thought you'd be back by 11:00.- I said I'd be back later.,neutral,0.8542181849479675
"I assumed you'd be back later.If you came back at all,",neutral,0.8762691020965576
"- you'd be ""back later"".- Well, I'm back, okay?",neutral,0.461357444524765
Is this rubble?,curiosity,0.4664079546928406
It was justa little workout. Just to stay loose.,neutral,0.8718233108520508
You know how I feel about that.Darn you! We can't blow cover again.,annoyance,0.45938318967819214
The building was coming down anyway.,neutral,0.9338217973709106
What?,neutral,0.5953511595726013
You knocked down a building?,curiosity,0.5165283679962158
It was on fire. Structurally unsound.It was coming down.,annoyance,0.28397783637046814
Have you been listeningto the police scanner again?,curiosity,0.6473397016525269
I performed a public service.You act like that's a bad thing.,annoyance,0.5578984618186951
"It is a bad thing, Bob!",disapproval,0.6314056515693665
"Uprooting our family again, so you canrelive the glory days is a bad thing.",disappointment,0.4406878650188446
It's better than acting likethey didn't happen!,approval,0.7004594206809998
"Yes! They happened!But this, our family,",neutral,0.3257964253425598
"is what's happening now, Bob.And you are missing this!",neutral,0.8427243828773499
I can't believe you don't want to go toyour own son's graduation.,surprise,0.43854230642318726
It's not a graduation.He's moving from fourth to fifth grade.,neutral,0.8007014393806458
- It's a ceremony!- It's psychotic!,neutral,0.440599262714386
They keep creating new waysto celebrate mediocrity,neutral,0.9285707473754883
but if someone is exceptional...,neutral,0.9457263946533203
"This is not about you, Bob.It's about Dash.",neutral,0.7572602033615112
You want to do something for Dash?Let him actually compete.,neutral,0.5868826508522034
- Let him go out for sports!- I will not be made the enemy!,neutral,0.9278020262718201
- You know why we can't do that.- Because he'd be great.,admiration,0.4962935745716095
This is not about you!,disapproval,0.5191121697425842
"All right, Dash.I know you're listening. Come on out.",neutral,0.6321273446083069
"Vi? You, too, young lady.",neutral,0.8177364468574524
Come on. Come on out.,neutral,0.9659709930419922
"It's okay, kids.We're just having a discussion.",approval,0.6308361291885376
Pretty loud discussion.,neutral,0.863707959651947
But that's okay. What's importantis that Mommy and I are a team.,approval,0.7910837531089783
"- We're united, uh, against forces of...- Pigheadedness?",neutral,0.6256271004676819
